Date,Issuer,Symbol, Managers,OfferPrice,OpeningPrice,DayClose,ChangeDay,ChangeOpening,ChangeClose,StarRatings
2011/2/17,Funko ,FNKO,Goldman Sachs/ J.P. Morgan/ BofA Merrill Lynch,$12.00 ,$8.00 ,$7.07 ,-41.08%,($4.00),($4.93),2
2011/2/17,Spero Therapeutics ,SPRO,BofA Merrill Lynch/ Cowen/ Stifel,$14.00 ,$13.25 ,$11.50 ,-17.86%,($0.75),($2.50),2
2011/3/17,ACM Research ,ACMR,Roth Capital Partners,$5.60 ,$8.17 ,$6.05 ,8.04%,$2.57 ,$0.45 ,1
2011/3/17,Aquantia ,AQ,Morgan Stanley/ Barclays/ Deutsche Bank Securities,$9.00 ,$9.31 ,$9.51 ,5.67%,$0.31 ,$0.51 ,1
2011/3/17,Sentinel Energy Services ,STNLU,Citigroup/ Goldman Sachs/ Credit Suisse,$10.00 ,$10.14 ,$10.05 ,0.50%,$0.14 ,$0.05 ,1
2011/8/17,CBTX ,CBTX,"Stephens/Keefe, Bruyette",$26.00 ,$28.00 ,$28.71 ,10.42%,$2.00 ,$2.71 ,2
2011/8/17,Fireman B.V. ,IFRX,J.P. Morgan/ Leerink Partners/ BMO Capital Markets,$15.00 ,$15.19 ,$14.99 ,-0.07%,$0.19 ,($0.01),1
2011/8/17,Four Seasons Education ,FEDU,Morgan Stanley/ Citigroup/ China Renaissance,$10.00 ,$10.20 ,$9.50 ,-5.00%,$0.20 ,($0.50),1
2011/8/17,Metropolitan Bank Holding ,MCB,"J.P Morgan/ Keefe, Bruyette & Woods (A Stifel Company)",$35.00 ,$38.44 ,$37.21 ,6.31%,$3.44 ,$2.21 ,2
2011/9/17,Apellis Pharmaceuticals ,APLS,Citigroup/ J.P. Morgan/ Evercore ISI,$14.00 ,$14.50 ,$14.03 ,0.21%,$0.50 ,$0.03 ,1
2011/9/17,Sogou ,SOGO,J.P. Morgan/ Credit Suisse/ Goldman Sachs/ CICC,$13.00 ,$13.00 ,$13.50 ,3.85%,$0.00 ,$0.50 ,3
2011/10/17,Bandwidth ,BAND,Morgan Stanley/ KeyBanc Capital Markets/ Baird,$20.00 ,$21.06 ,$21.19 ,5.95%,$1.06 ,$1.19 ,2
2011/10/17,PPDAI Group ,PPDF,Credit Suisse/ Citigroup,$13.00 ,$13.30 ,$13.08 ,0.62%,$0.30 ,$0.08 ,1
2002/3/16,"BeiGene, Ltd. ",BGNE,Goldman Sachs/ Morgan Stanley/ Cowen and Company,$24.00 ,$28.97 ,$28.32 ,18.00%,$4.97 ,$4.32 ,3
2002/3/16,Editas Medicine ,EDIT,Morgan Stanley/ J.P. Morgan,$16.00 ,$18.00 ,$18.20 ,13.75%,$2.00 ,$2.20 ,2
2002/11/16,AveXis ,AVXS,Goldman Sachs/ Jefferies,$20.00 ,$18.02 ,$18.05 ,-9.75%,($1.98),($1.95),2
2002/11/16,Proteostasis Therapeutics ,PTI,Leerink Partners/ RBC Capital Markets,$8.00 ,$8.00 ,$6.64 ,-17.00%,$0.00 ,($1.36),1
2/24/16,Silver Run Acquisition ,SRAQU,Deutsche Bank Securities/ Citigroup/ Goldman Sachs,$10.00 ,$10.01 ,$10.21 ,2.10%,$0.01 ,$0.21 ,1
2003/3/16,Jensyn Acquisition ,JSYNU,Chardan Capital Markets,$10.00 ,$9.95 ,$9.95 ,-0.50%,($0.05),($0.05),1
2003/3/16,Syndax Pharmaceuticals ,SNDX,Morgan Stanley/ Citigroup,$12.00 ,$12.11 ,$12.01 ,0.08%,$0.11 ,$0.01 ,1
2003/11/16,KLR Energy Acquisition ,KLREU,EarlyBirdCapital,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1
3/22/16,Corvus Pharmaceuticals ,CRVS,Credit Suisse/ Cowen and Company,$15.00 ,$15.00 ,$14.25 ,-5.00%,$0.00 ,($0.75),1
2004/7/16,Aeglea BioTherapeutics ,AGLE,UBS Investment Bank/ BMO Capital Markets/ Wells Fargo Securities,$10.00 ,$10.40 ,$9.77 ,-2.30%,$0.40 ,($0.23),1
4/15/16,Bats Global Markets ,BATS,Morgan Stanley/ Citigroup,$19.00 ,$22.88 ,$23.00 ,21.05%,$3.88 ,$4.00 ,3
4/20/16,MGM Growth Properties LLC ,MGP,BofA Merrill Lynch/ J.P. Morgan/ Morgan Stanley/ Evercore ISI/ Barclays/ Citigroup/ Deutsche Bank Securities,$21.00 ,$22.75 ,$22.01 ,4.81%,$1.75 ,$1.01 ,2
4/21/16,American Renal Associates Holdings ,ARA,BofA Merrill Lynch/ Barclays/ Goldman Sachs/ Wells Fargo Securities/ SunTrust Robinson Humphrey/Leerink Partners,$22.00 ,$26.50 ,$26.50 ,20.45%,$4.50 ,$4.50 ,2
4/22/16,SecureWorks ,SCWX,BofA Merrill Lynch/ Morgan Stanley/ Goldman Sachs/ J.P. Morgan,$14.00 ,$13.91 ,$14.00 ,0.00%,($0.09),$0.00 ,1
4/27/16,Red Rock Resorts ,RRR,Deutsche Bank Securities/ J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs,$19.50 ,$18.50 ,$18.70 ,-4.10%,($1.00),($0.80),1
4/27/16,Yintech Investment Holdings Limited ,YIN,Jefferies,$13.50 ,$13.80 ,$13.50 ,0.00%,$0.30 ,$0.00 ,1
2005/6/16,Intellia Therapeutics ,NTLA,Credit Suisse/ Jefferies/ Leerink Partners,$18.00 ,$22.00 ,$22.10 ,22.78%,$4.00 ,$4.10 ,3
2005/6/16,Spring Bank Pharmaceuticals ,SBPH,Dawson James Securities,$12.00 ,$11.28 ,$11.10 ,-7.50%,($0.72),($0.90),1
2005/12/16,SiteOne Landscape Supply ,SITE,Deutsche Bank Securities/ Goldman Sachs/ UBS Investment Bank,$21.00 ,$25.90 ,$26.67 ,27.00%,$4.90 ,$5.67 ,1
5/13/16,Acacia Communications,ACIA,Goldman Sachs/ BofA Merrill Lynch/ Deutsche Bank Securities,$23.00 ,$29.00 ,$30.95 ,34.57%,$6.00 ,$7.95 ,3
5/13/16,Oncobiologics ,ONSIU,Jefferies/ Barclays,$6.00 ,$5.12 ,$4.80 ,-20.00%,($0.88),($1.20),1
5/18/16,PhaseRx ,PZRX,Laidlaw & Company (UK) Ltd.,$4.00 ,$4.13 ,$4.17 ,4.25%,$0.13 ,$0.17 ,1
5/19/16,Grupo Supervielle S.A. ,SUPV,Morgan Stanley/ BofA Merrill Lynch,$11.00 ,$11.50 ,$11.50 ,4.55%,$0.50 ,$0.50 ,1
5/19/16,Merus B.V. ,MRUS,Citigroup/ Jefferies,$10.00 ,$9.75 ,$10.04 ,0.40%,($0.25),$0.04 ,1
5/20/16,CF Corporation ,CFCOU,Citigroup/ BofA Merrill Lynch/ Credit Suisse?,$10.00 ,$10.04 ,$9.99 ,-0.10%,$0.04 ,($0.01),1
5/24/16,Midland States Bancorp ,MSBI,"Sandler O'Neill + Partners/ Keefe, Bruyette & Woods (A Stifel Company)",$22.00 ,$22.06 ,$21.90 ,-0.45%,$0.06 ,($0.10),1
5/26/16,Cotiviti Holdings ,COTV,Goldman Sachs/ J.P. Morgan,$19.00 ,$19.50 ,$17.11 ,-9.95%,$0.50 ,($1.89),3
5/26/16,GMS,GMS,Barclays/ Credit Suisse,$21.00 ,$22.50 ,$21.91 ,4.33%,$1.50 ,$0.91 ,1
5/26/16,Landcadia Holdings ,LCAHU,Jefferies/ Deutsche Bank Securities,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,2
5/26/16,Reata Pharmaceuticals ,RETA,Citigroup/ Cowen and Company/ Piper Jaffray,$11.00 ,$11.06 ,$13.70 ,24.55%,$0.06 ,$2.70 ,1
5/26/16,US Foods Holding ,USFD,Goldman Sachs/ Morgan Stanley/ J.P. Morgan,$23.00 ,$24.25 ,$24.91 ,8.30%,$1.25 ,$1.91 ,2
2006/2/16,Clearside Biomedical ,CLSD,Cowen and Company/ Stifel,$7.00 ,$8.00 ,$7.25 ,3.57%,$1.00 ,$0.25 ,1
2006/2/16,Nant Health ,NH,Jefferies/ Cowen and Company,$14.00 ,$16.11 ,$18.59 ,32.79%,$2.11 ,$4.59 ,1
2006/3/16,Sensus Healthcare ,SRTSU,Northland Capital Markets/ Neidiger Tucker Bruner,$23.00 ,$23.25 ,$24.91 ,8.30%,$0.25 ,$1.91 ,1
2006/10/16,Atkore International Group ,ATKR,Credit Suisse/ Deutsche Bank Securities/ J.P. Morgan/ UBS Investment Bank,$16.00 ,$15.75 ,$16.00 ,0.00%,($0.25),$0.00 ,1
2006/10/16,China Online Education Group ,COE,Morgan Stanley/ Credit Suisse,$19.00 ,$19.50 ,$18.98 ,-0.11%,$0.50 ,($0.02),1
6/22/16,Selecta Biosciences ,SELB,UBS Investment Bank/ Stifel,$14.00 ,$15.00 ,$14.00 ,0.00%,$1.00 ,$0.00 ,1
6/23/16,Twilio,TWLO,Goldman Sachs/ J.P. Morgan,$15.00 ,$23.99 ,$28.79 ,91.93%,$8.99 ,$13.79 ,3
2007/7/16,M III Acquisition ,MIIIU,Cantor Fitzgerald & Co.,$10.00 ,$10.00 ,$9.63 ,-3.70%,$0.00 ,($0.37),1
2007/8/16,Monster Digital ,MSDI,Axiom Capital Management/ WestPark Capital,$4.50 ,$4.00 ,$3.68 ,-18.22%,($0.50),($0.82),1
7/14/16,LINE Corporation ,LN,Morgan Stanley/ Nomura/ Goldman Sachs Japan/ J.P. Morgan,$32.84 ,$42.00 ,$41.58 ,26.61%,$9.16 ,$8.74 ,3
7/15/16,AdvancePierre Foods Holdings ,APFH,Barclays/ Credit Suisse/ Morgan Stanley,$21.00 ,$23.50 ,$24.00 ,14.29%,$2.50 ,$3.00 ,2
7/15/16,Conyers Park Acquisition ,CPAAU,Deutsche Bank Securities/ Goldman Sachs,$10.00 ,$10.05 ,$10.21 ,2.10%,$0.05 ,$0.21 ,1
7/20/16,Audentes Therapeutics ,BOLD,BofA Merrill Lynch/ Cowen and Company/ Piper Jaffray,$15.00 ,$19.00 ,$15.13 ,0.87%,$4.00 ,$0.13 ,3
7/21/16,IMPINJ ,PI,RBC Capital Markets/ Pacific Crest Securities (a division of KeyBanc Capital Markets)/ Piper Jaffray,$14.00 ,$18.00 ,$17.97 ,28.36%,$4.00 ,$3.97 ,3
7/21/16,Patheon N.V. ,PTHN,J.P. Morgan/ Morgan Stanley/ Jefferies/ UBS Investment Bank,$21.00 ,$25.00 ,$24.99 ,19.00%,$4.00 ,$3.99 ,3
7/22/16,TPI Composites ,TPIC,J.P. Morgan/ Morgan Stanley,$11.00 ,$13.56 ,$13.56 ,23.27%,$2.56 ,$2.56 ,1
7/27/16,Kadmon Holdings ,KDMN,Citigroup/ Jefferies,$12.00 ,$11.55 ,$9.70 ,-19.17%,($0.45),($2.30),1
7/28/16,Kinsale Capital Group ,KNSL,J.P. Morgan/ William Blair/ RBC Capital Markets,$16.00 ,$18.00 ,$18.35 ,14.69%,$2.00 ,$2.35 ,2
7/28/16,Tactile Systems Technology ,TCMD,Piper Jaffray/ William Blair/ Canaccord Genuity,$10.00 ,$10.35 ,$11.00 ,10.00%,$0.35 ,$1.00 ,1
7/29/16,Talend SA ,TLND,Goldman Sachs/ J.P. Morgan/ Barclays/ Citigroup,$18.00 ,$27.66 ,$25.50 ,41.67%,$9.66 ,$7.50 ,4
2008/4/16,At Home Group ,HOME,BofA Merrill Lynch/ Goldman Sachs/ Jefferies/ Morgan Stanley,$15.00 ,$16.25 ,$16.31 ,8.73%,$1.25 ,$1.31 ,1
2008/4/16,First Hawaiian ,FHB,Goldman Sachs/ BofA Merrill Lynch/ BNP PARIBAS/ Barclays/ Credit Suisse/ Deutsche Bank Securities/ J.P. Morgan/ Citigroup/ Morgan Stanley/ UBS Investment Bank,$23.00 ,$24.20 ,$24.25 ,5.43%,$1.20 ,$1.25 ,3
2008/5/16,Atomera ,ATMR,National Securities Corporation,$7.50 ,$8.13 ,$8.08 ,7.73%,$0.63 ,$0.58 ,1
2008/5/16,Gemphire Therapeutics ,GEMP,Jefferies/ Cowen and Company,$10.00 ,$9.25 ,$9.20 ,-8.00%,($0.75),($0.80),1
2008/11/16,Medpace Holdings ,MEDP,Jefferies/ Credit Suisse/ UBS Investment Bank/ Wells Fargo Securities,$23.00 ,$28.15 ,$27.79 ,20.83%,$5.15 ,$4.79 ,3
2008/11/16,Protagonist Therapeutics ,PTGX,Leerink Partners/ Barclays/ BMO Capital Markets,$12.00 ,$12.00 ,$11.70 ,-2.50%,$0.00 ,($0.30),1
2008/12/16,Airgain ,AIRG,Northland Capital Markets,$8.00 ,$8.00 ,$8.00 ,0.00%,$0.00 ,$0.00 ,1
8/19/16,Stellar Acquisition III ,STRU,Maxim Group LLC,$10.00 ,$10.00 ,$9.97 ,-0.30%,$0.00 ,($0.03),1
9/14/16,M I Acquisitions ,MACQU,Chardan Capital Markets,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1
9/15/16,Noble Midstream Partners LP,NBLX,Barclays/ Baird/ J.P. Morgan/ BofA Merrill Lynch/ Citigroup/ Deutsche Bank Securities/ DNB Markets/ Mizuho Securities/ MUFG/ Wells Fargo Securities,$22.50 ,$26.50 ,$26.20 ,16.44%,$4.00 ,$3.70 ,2
9/16/16,Everbridge,EVBG,Credit Suisse/ BofA Merrill Lynch,$12.00 ,$12.30 ,$15.25 ,27.08%,$0.30 ,$3.25 ,1
9/16/16,FB Financial ,FBK,"J.P. Morgan/ UBS/ Keefe, Bruyette & Woods (A Stifel Company)",$19.00 ,$21.15 ,$20.75 ,9.21%,$2.15 ,$1.75 ,2
9/16/16,Saban Capital Acquisition (SCACU) (u),SCACU,Deutsche Bank Securities/ Goldman Sachs,$10.00 ,$10.06 ,$10.05 ,0.50%,$0.06 ,$0.05 ,1
9/21/16,Novan ,NOVN,Piper Jaffray,$11.00 ,$14.40 ,$18.10 ,64.55%,$3.40 ,$7.10 ,3
9/21/16,The Trade Desk ,TTD,Citigroup/ Jefferies/  RBC Capital Markets,$18.00 ,$28.75 ,$30.10 ,67.22%,$10.75 ,$12.10 ,3
9/22/16,CapStar Financial Holdings ,CSTR,"Keefe, Bruyette & Woods/ Sandler O¡¯Neill + Partners, L.P",$15.00 ,$16.56 ,$15.90 ,6.00%,$1.56 ,$0.90 ,2
9/22/16,e.l.f. Beauty,ELF,J.P. Morgan/ Morgan Stanley,$17.00 ,$24.00 ,$26.50 ,55.88%,$7.00 ,$9.50 ,3
9/23/16,AC Immune SA ,ACIU,Credit Suisse/ Jefferies/ Leerink Partners ,$11.00 ,$14.11 ,$15.66 ,42.36%,$3.11 ,$4.66 ,3
9/23/16,Apptio,APTI,"Goldman, Sachs/ J.P. Morgan/ BofA Merrill Lynch",$16.00 ,$23.40 ,$22.50 ,40.63%,$7.40 ,$6.50 ,3
9/23/16,Gridsum ,GSUM,Goldman Sachs (Asia)/ Citigroup,$13.00 ,$15.25 ,$15.75 ,21.15%,$2.25 ,$2.75 ,2
9/23/16,Valvoline ,VVV,BofA Merrill Lynch/ Citigroup/ Morgan Stanley,$22.00 ,$24.10 ,$23.10 ,5.00%,$2.10 ,$1.10 ,3
9/29/16,Fulgent Genetics ,FLGT,Credit Suisse/ Jefferies,$9.00 ,$9.21 ,$9.18 ,2.00%,$0.21 ,$0.18 ,1
9/29/16,MedEquities Realty Trust ,MRT,FBR/ J.P. Morgan/ Citigroup/ KeyBanc Capital Markets,$12.00 ,$11.50 ,$11.59 ,-3.42%,($0.50),($0.41),1
9/29/16,Tabula Rasa HealthCare ,TRHC,Wells Fargo Securities/ UBS Investment Bank/ Piper Jaffray,$12.00 ,$14.70 ,$14.88 ,24.00%,$2.70 ,$2.88 ,3
9/30/16,Nutanix,NTNX,Goldman Sachs/ Morgan Stanley/ J.P. Morgan/ RBC Capital Markets,$16.00 ,$26.50 ,$37.00 ,131.25%,$10.50 ,$21.00 ,3
2010/6/16,Advanced Disposal Services ,ADSW,Deutsche Bank Securities/ Credit Suisse/ Barclays,$18.00 ,$20.50 ,$20.00 ,11.11%,$2.50 ,$2.00 ,1
2010/6/16,AquaVenture Holdings ,WAAS,Citigroup/ Deutsche Bank Securities/ RBC Capital Markets,$18.00 ,$21.00 ,$21.95 ,21.94%,$3.00 ,$3.95 ,1
2010/6/16,Coupa Software ,COUP,Morgan Stanley/ J.P. Morgan/ Barclays/ RBC Capital Markets,$18.00 ,$35.00 ,$33.09 ,83.83%,$17.00 ,$15.09 ,3
2010/6/16,Obalon Therapeutics ,OBLN,UBS Investment Bank/ Canaccord Genuity/ Stifel,$15.00 ,$15.21 ,$15.00 ,0.00%,$0.21 ,$0.00 ,1
2010/7/16,Camping World Holdings ,CWH,Goldman Sachs/ J.P. Morgan,$22.00 ,$23.75 ,$22.50 ,2.27%,$1.75 ,$0.50 ,3
2010/7/16,Everspin Technologies ,MRAM,Stifel/ Needham & Company,$8.00 ,$9.10 ,$8.02 ,0.25%,$1.10 ,$0.02 ,1
2010/11/16,Avista Healthcare Public Acquisition (AHPAU) (u),AHPAU,Credit Suisse,$10.00 ,$9.82 ,$9.86 ,-1.40%,($0.18),($0.14),1
2010/11/16,AzurRx BioPharma ,AZRX,WallachBeth Capital/ Network 1 Financial Securities,$5.50 ,$5.06 ,$4.98 ,-9.45%,($0.44),($0.52),1
2010/12/16,Azure Power Global ,AZRE,Barclays/ Credit Suisse,$18.00 ,$16.12 ,$14.60 ,-18.89%,($1.88),($3.40),1
2010/12/16,Extraction Oil & Gas ,XOG,Credit Suisse/ Barclays/ Goldman Sachs,$19.00 ,$22.75 ,$21.85 ,15.00%,$3.75 ,$2.85 ,2
10/14/16,Mammoth Energy Services ,TUSK,Credit Suisse/ Barclays/ Simmons & Company International (Energy Specialists of Piper Jaffray),$15.00 ,$13.66 ,$13.26 ,-11.60%,($1.34),($1.74),1
10/19/16,CRISPR Therapeutics AG ,CRSP,Citigroup/ Piper Jaffray/ Barclays,$14.00 ,$15.00 ,$14.09 ,0.64%,$1.00 ,$0.09 ,1
10/20/16,Forterra ,FRTA,Goldman Sachs/ Citigroup/ Credit Suisse,$18.00 ,$16.61 ,$16.50 ,-8.33%,($1.39),($1.50),1
10/20/16,iRhythm Technologies ,IRTC,J.P. Morgan/ Morgan Stanley,$17.00 ,$26.75 ,$26.05 ,53.24%,$9.75 ,$9.05 ,3
10/26/16,Ra Pharmaceuticals ,RARX,Credit Suisse/ Jefferies/ BMO Capital Markets,$13.00 ,$14.16 ,$13.00 ,0.00%,$1.16 ,$0.00 ,3
10/27/16,GTY Technology Holdings ,GTYHU,Citigroup,$10.00 ,$10.04 ,$10.05 ,0.50%,$0.04 ,$0.05 ,1
10/27/16,Myovant Sciences Ltd. ,MYOV,Citigroup/ Cowen and Company/ Evercore ISI/ Barclays,$15.00 ,$15.00 ,$13.26 ,-11.60%,$0.00 ,($1.74),2
10/27/16,ZTO Express (Cayman) ,ZTO,Morgan Stanley/ Goldman Sachs (Asia),$19.50 ,$18.40 ,$16.57 ,-15.03%,($1.10),($2.93),3
10/28/16,Acushnet Holdings ,GOLF,J.P. Morgan/ Morgan Stanley/ Nomura/ UBS Investment Bank,$17.00 ,$17.04 ,$17.95 ,5.59%,$0.04 ,$0.95 ,1
10/28/16,BlackLine ,BL,Goldman Sachs/ J.P. Morgan,$17.00 ,$24.52 ,$23.70 ,39.41%,$7.52 ,$6.70 ,3
10/28/16,Quantenna Communications ,QTNA,Morgan Stanley/ Barclays/ Deutsche Bank Securities,$16.00 ,$16.80 ,$15.50 ,-3.13%,$0.80 ,($0.50),2
2011/2/16,GDS Holdings Ltd. ,GDS,Credit Suisse/ J.P. Morgan,$10.00 ,$10.00 ,$10.41 ,4.10%,$0.00 ,$0.41 ,2
2011/4/16,Smart Sand ,SND,Credit Suisse/ GoldmanSachs,$11.00 ,$10.30 ,$10.99 ,-0.09%,($0.70),($0.01),2
2012/1/16,Innovative Industrial Properties ,IIPR,Ladenburg Thalmann/ Compass Point,$20.00 ,$20.25 ,$19.15 ,-4.25%,$0.25 ,($0.85),1
2012/7/16,Polar Power ,POLA,Roth Capital Partners/ Joseph Gunnar,$7.00 ,$7.55 ,$9.00 ,28.57%,$0.55 ,$2.00 ,1
2012/8/16,SenesTech ,SNES,Roth Capital Partners,$8.00 ,$8.25 ,$8.16 ,2.00%,$0.25 ,$0.16 ,1
2012/9/16,Athene Holding Ltd. ,ATH,Goldman Sachs/ Barclays/ Citigroup/ Wells Fargo Securities,$40.00 ,$43.56 ,$44.05 ,10.13%,$3.56 ,$4.05 ,1
2012/9/16,"Ichor Holdings, Ltd. ",ICHR,Deutsche Bank Securities/ Stifel,$9.00 ,$10.25 ,$9.77 ,8.56%,$1.25 ,$0.77 ,1
12/14/16,WildHorse Resource Development ,WRD,Barclays/ BofA Merrill Lynch/ BMO Capital Markets/ Citigroup/ Wells Fargo Securities,$15.00 ,$15.70 ,$15.06 ,0.40%,$0.70 ,$0.06 ,2
12/16/16,trivago N.V. ,TRVG,J.P. Morgan/ Goldman Sachs/ Morgan Stanley,$11.00 ,$11.20 ,$11.85 ,7.73%,$0.20 ,$0.85 ,2
1/16/15,Patriot National  ,PN,UBS Investment Bank/ BMO Capital Markets/ SunTrust Robinson Humphrey,$14.00 ,$13.49 ,$13.50 ,-3.57%,($0.51),($0.50),1
1/27/15,Zosano Pharma (ZSAN),ZSAN,Ladenburg Thalmann/ Roth Capital Partners,$11.00 ,$12.16 ,$11.10 ,0.91%,$1.16 ,$0.10 ,1
1/28/15,Ascendis Pharma A/S  ,ASND,BofA Merrill Lynch/ Leerink Partners,$18.00 ,$21.50 ,$18.83 ,4.61%,$3.50 ,$0.83 ,2
1/29/15,Entellus Medical ,ENTL,BofA Merrill Lynch/ Piper Jaffray,$17.00 ,$19.26 ,$22.00 ,29.41%,$2.26 ,$5.00 ,2
1/29/15,Flex Pharma  ,FLKS,Jefferies/ Piper Jaffray,$16.00 ,$19.00 ,$14.95 ,-6.56%,$3.00 ,($1.05),2
1/29/15,Presbia PLC ,LENS,Jefferies,$10.00 ,$9.25 ,$8.15 ,-18.50%,($0.75),($1.85),1
1/30/15,Avinger  ,AVGR,Canaccord Genuity/ Cowen,$13.00 ,$13.15 ,$13.50 ,3.85%,$0.15 ,$0.50 ,1
1/30/15,InfraREIT ,HIFR,BofA Merrill Lynch/ Citigroup,$23.00 ,$27.10 ,$26.60 ,15.65%,$4.10 ,$3.60 ,3
1/30/15,Spark Therapeutics ,ONCE,J.P. Morgan/ Credit Suisse,$23.00 ,$42.05 ,$50.00 ,117.39%,$19.05 ,$27.00 ,4
1/30/15,Tracon Pharmaceuticals ,TCON,Wells Fargo Securities/ Stifel,$10.00 ,$10.00 ,$9.40 ,-6.00%,$0.00 ,($0.60),1
2002/5/15,Nexvet Biopharma plc ,NVET,BofA Merrill Lynch/ Cowen and Company,$10.00 ,$9.15 ,$8.88 ,-11.20%,($0.85),($1.12),1
2002/6/15,Barington/Hilco Acquisition  ,BHACU,EarlyBirdCapital,$10.00 ,$10.00 ,$9.99 ,-0.10%,$0.00 ,($0.01),1
2002/6/15,Columbia Pipeline Partners LP ,CPPL,Barclays/ Citigroup/ BofA Merrill Lynch/ Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ Wells Fargo Securities,$23.00 ,$28.00 ,$26.79 ,16.48%,$5.00 ,$3.79 ,3
2002/6/15,Easterly Government Properties  (DEA),DEA,Citigroup/ Raymond James/ RBC Capital Markets,$15.00 ,$16.25 ,$15.50 ,3.33%,$1.25 ,$0.50 ,1
2002/10/15,Avenue Financial  ,AVNU,"Keefe, Bruyette & Woods (A Stifel Company)",$11.00 ,$14.30 ,$11.85 ,7.73%,$3.30 ,$0.85 ,2
2002/12/15,Inovalon Holdings ,INOV,Goldman Sachs/ Morgan Stanley/ Citigroup/ BofA Merrill Lynch/ UBS Investment Bank,$27.00 ,$33.16 ,$27.00 ,0.00%,$6.16 ,$0.00 ,3
2002/12/15,Invitae  ,NVTA,J.P. Morgan,$16.00 ,$17.50 ,$17.05 ,6.56%,$1.50 ,$1.05 ,3
2/13/15,Bellerophon Therapeutics   ,BLPH,Leerink Partners/ Cowen and Company,$12.00 ,$10.00 ,$8.97 ,-25.25%,($2.00),($3.03),1
2/13/15,Eyegate Pharmaceuticals   ,EYEG,Aegis Capital Corp,$6.00 ,$6.00 ,$6.00 ,0.00%,$0.00 ,$0.00 ,1
2/13/15,Great Ajax  ,AJX,FBR/ Sterne Agee/ Nomura,$14.25 ,$14.25 ,$14.00 ,-1.75%,$0.00 ,($0.25),1
2/13/15,FinTech Acquisition ,FNTCU,Cantor Fitzgerald ,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1
2/18/15,Inotek Pharmaceuticals  ,ITEK,Cowen and Company/ Piper Jaffray,$6.00 ,$6.10 ,$6.00 ,0.00%,$0.10 ,$0.00 ,1
2/19/15,Check-Cap Ltd. ,CHEKU,Chardan Capital Markets/ Maxim Group,$6.00 ,$6.00 ,$6.01 ,0.17%,$0.00 ,$0.01 ,1
2003/6/15,MaxPoint Interactive   ,MXPT,Goldman Sachs/ Deutsche Bank Securities/ Pacific Crest Securities,$11.50 ,$11.00 ,$9.76 ,-15.13%,($0.50),($1.74),2
2003/12/15,Summit Materials   ,SUM,Citigroup/ Goldman Sachs/ BofA Merrill Lynch/ Barclays/ Deutsche Bank Securities/ RBC Capital Markets,$18.00 ,$20.16 ,$20.97 ,16.50%,$2.16 ,$2.97 ,2
3/18/15,Goldman Sachs BDC ,GSBD,BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley/ Citigroup/ Credit Suisse/ Wells Fargo Securities,$20.00 ,$19.50 ,$20.05 ,0.25%,($0.50),$0.05 ,1
3/19/15,National Commerce  ,NCOM,"Keefe, Bruyette & Woods (A Stifel Company)",$19.50 ,$21.05 ,$21.12 ,8.31%,$1.55 ,$1.62 ,1
3/20/15,SteadyMed ,STDY,Wells Fargo Securities/ RBC Capital Markets,$8.50 ,$8.06 ,$8.60 ,1.18%,($0.44),$0.10 ,1
2004/1/15,GoDaddy ,GDDY,Morgan Stanley/ J.P. Morgan/ Citigroup/ Barclays/ Deutsche Bank Securities/ RBC Capital Markets,$20.00 ,$26.15 ,$26.15 ,30.75%,$6.15 ,$6.15 ,3
2004/2/15,Kornit Digital Ltd.   ,KRNT,Barclays/ Citigroup,$10.00 ,$12.94 ,$14.00 ,40.00%,$2.94 ,$4.00 ,1
2004/9/15,Carbylan Therapeutics ,CBYL,Leerink Partners,$5.00 ,$5.56 ,$5.56 ,11.20%,$0.56 ,$0.56 ,1
4/15/15,Cidara Therapeutics  ,CDTX,Jefferies/ Leerink Partners,$16.00 ,$16.11 ,$16.00 ,0.00%,$0.11 ,$0.00 ,2
4/16/15,Etsy ,ETSY,Goldman Sachs,$16.00 ,$31.00 ,$30.00 ,87.50%,$15.00 ,$14.00 ,3
4/16/15,KemPharm   ,KMPH,Cowen and Company/ RBC Capital Markets,$11.00 ,$11.75 ,$11.20 ,1.82%,$0.75 ,$0.20 ,1
4/16/15,Party City Holdco ,PRTY,Goldman Sachs/ BofA Merrill Lynch,$17.00 ,$20.50 ,$20.70 ,21.76%,$3.50 ,$3.70 ,3
4/16/15,Virtu Financial ,VIRT,"Goldman Sachs/ J.P. Morgan/ Sandler O'Neill + Partners, L.P.",$19.00 ,$23.00 ,$22.18 ,16.74%,$4.00 ,$3.18 ,2
4/23/15,National Storage Affiliates Trust  (NSA),NSA,Jefferies/ Morgan Stanley/ Wells Fargo Securities,$13.00 ,$13.00 ,$13.00 ,0.00%,$0.00 ,$0.00 ,1
